Round 0: src_acc=0.961333, tgt_acc=0.823333, best_tgt=0.823333
Round 1: src_acc=0.991619, tgt_acc=0.878000, best_tgt=0.878000
Round 2: src_acc=0.964190, tgt_acc=0.866667, best_tgt=0.878000
Round 3: src_acc=0.987238, tgt_acc=0.889333, best_tgt=0.889333
Round 4: src_acc=0.995238, tgt_acc=0.916000, best_tgt=0.916000
Round 5: src_acc=0.975429, tgt_acc=0.872000, best_tgt=0.916000
Round 6: src_acc=0.990667, tgt_acc=0.924000, best_tgt=0.924000
Round 7: src_acc=0.992190, tgt_acc=0.858667, best_tgt=0.924000
Round 8: src_acc=0.992381, tgt_acc=0.956000, best_tgt=0.956000
Round 9: src_acc=0.995048, tgt_acc=0.928000, best_tgt=0.956000
Round 10: src_acc=1.000000, tgt_acc=0.956000, best_tgt=0.956000
Round 11: src_acc=1.000000, tgt_acc=0.966667, best_tgt=0.966667
Round 12: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.966667
Round 13: src_acc=1.000000, tgt_acc=0.963333, best_tgt=0.966667
Round 14: src_acc=1.000000, tgt_acc=0.972000, best_tgt=0.972000
Round 15: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.972000
Round 16: src_acc=0.999810, tgt_acc=0.966667, best_tgt=0.972000
Round 17: src_acc=1.000000, tgt_acc=0.969333, best_tgt=0.972000
Round 18: src_acc=1.000000, tgt_acc=0.966667, best_tgt=0.972000
Round 19: src_acc=1.000000, tgt_acc=0.970667, best_tgt=0.972000
Round 20: src_acc=1.000000, tgt_acc=0.974000, best_tgt=0.974000
Round 21: src_acc=1.000000, tgt_acc=0.960667, best_tgt=0.974000
Round 22: src_acc=1.000000, tgt_acc=0.968667, best_tgt=0.974000
Round 23: src_acc=1.000000, tgt_acc=0.966667, best_tgt=0.974000
Round 24: src_acc=1.000000, tgt_acc=0.970667, best_tgt=0.974000
Round 25: src_acc=1.000000, tgt_acc=0.971333, best_tgt=0.974000
Round 26: src_acc=1.000000, tgt_acc=0.968000, best_tgt=0.974000
Round 27: src_acc=1.000000, tgt_acc=0.970000, best_tgt=0.974000
Round 28: src_acc=1.000000, tgt_acc=0.968000, best_tgt=0.974000
Round 29: src_acc=1.000000, tgt_acc=0.966667, best_tgt=0.974000
Round 30: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.974000
Round 31: src_acc=1.000000, tgt_acc=0.970000, best_tgt=0.974000
Round 32: src_acc=1.000000, tgt_acc=0.962667, best_tgt=0.974000
Round 33: src_acc=1.000000, tgt_acc=0.967333, best_tgt=0.974000
Round 34: src_acc=1.000000, tgt_acc=0.967333, best_tgt=0.974000
Round 35: src_acc=1.000000, tgt_acc=0.969333, best_tgt=0.974000
Round 36: src_acc=1.000000, tgt_acc=0.967333, best_tgt=0.974000
Round 37: src_acc=1.000000, tgt_acc=0.970000, best_tgt=0.974000
Round 38: src_acc=1.000000, tgt_acc=0.964000, best_tgt=0.974000
Round 39: src_acc=1.000000, tgt_acc=0.970000, best_tgt=0.974000
Round 40: src_acc=1.000000, tgt_acc=0.962667, best_tgt=0.974000
Round 41: src_acc=1.000000, tgt_acc=0.966000, best_tgt=0.974000
Round 42: src_acc=1.000000, tgt_acc=0.963333, best_tgt=0.974000
Round 43: src_acc=1.000000, tgt_acc=0.968000, best_tgt=0.974000
Round 44: src_acc=1.000000, tgt_acc=0.959333, best_tgt=0.974000
Round 45: src_acc=1.000000, tgt_acc=0.965333, best_tgt=0.974000
Round 46: src_acc=1.000000, tgt_acc=0.967333, best_tgt=0.974000
Round 47: src_acc=1.000000, tgt_acc=0.967333, best_tgt=0.974000
Round 48: src_acc=1.000000, tgt_acc=0.966000, best_tgt=0.974000
Round 49: src_acc=1.000000, tgt_acc=0.970000, best_tgt=0.974000
