Round 0: src_acc=0.960381, tgt_acc=0.773333, best_tgt=0.773333
Round 1: src_acc=0.887429, tgt_acc=0.714000, best_tgt=0.773333
Round 2: src_acc=0.964381, tgt_acc=0.848667, best_tgt=0.848667
Round 3: src_acc=0.979238, tgt_acc=0.820000, best_tgt=0.848667
Round 4: src_acc=0.997333, tgt_acc=0.906000, best_tgt=0.906000
Round 5: src_acc=0.992762, tgt_acc=0.923333, best_tgt=0.923333
Round 6: src_acc=0.994667, tgt_acc=0.923333, best_tgt=0.923333
Round 7: src_acc=0.999048, tgt_acc=0.938667, best_tgt=0.938667
Round 8: src_acc=0.991238, tgt_acc=0.899333, best_tgt=0.938667
Round 9: src_acc=1.000000, tgt_acc=0.906667, best_tgt=0.938667
Round 10: src_acc=1.000000, tgt_acc=0.963333, best_tgt=0.963333
Round 11: src_acc=1.000000, tgt_acc=0.958000, best_tgt=0.963333
Round 12: src_acc=1.000000, tgt_acc=0.964000, best_tgt=0.964000
Round 13: src_acc=1.000000, tgt_acc=0.954667, best_tgt=0.964000
Round 14: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.964000
Round 15: src_acc=1.000000, tgt_acc=0.950000, best_tgt=0.964000
Round 16: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.964000
Round 17: src_acc=1.000000, tgt_acc=0.963333, best_tgt=0.964000
Round 18: src_acc=1.000000, tgt_acc=0.967333, best_tgt=0.967333
Round 19: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.967333
Round 20: src_acc=1.000000, tgt_acc=0.946667, best_tgt=0.967333
Round 21: src_acc=1.000000, tgt_acc=0.962000, best_tgt=0.967333
Round 22: src_acc=1.000000, tgt_acc=0.962667, best_tgt=0.967333
Round 23: src_acc=1.000000, tgt_acc=0.942667, best_tgt=0.967333
Round 24: src_acc=1.000000, tgt_acc=0.956667, best_tgt=0.967333
Round 25: src_acc=1.000000, tgt_acc=0.958667, best_tgt=0.967333
Round 26: src_acc=1.000000, tgt_acc=0.957333, best_tgt=0.967333
Round 27: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.967333
Round 28: src_acc=1.000000, tgt_acc=0.956000, best_tgt=0.967333
Round 29: src_acc=1.000000, tgt_acc=0.956667, best_tgt=0.967333
Round 30: src_acc=1.000000, tgt_acc=0.961333, best_tgt=0.967333
Round 31: src_acc=1.000000, tgt_acc=0.957333, best_tgt=0.967333
Round 32: src_acc=1.000000, tgt_acc=0.956667, best_tgt=0.967333
Round 33: src_acc=1.000000, tgt_acc=0.949333, best_tgt=0.967333
Round 34: src_acc=1.000000, tgt_acc=0.960000, best_tgt=0.967333
Round 35: src_acc=1.000000, tgt_acc=0.958667, best_tgt=0.967333
Round 36: src_acc=1.000000, tgt_acc=0.954667, best_tgt=0.967333
Round 37: src_acc=1.000000, tgt_acc=0.954000, best_tgt=0.967333
Round 38: src_acc=1.000000, tgt_acc=0.959333, best_tgt=0.967333
Round 39: src_acc=1.000000, tgt_acc=0.948667, best_tgt=0.967333
Round 40: src_acc=1.000000, tgt_acc=0.954667, best_tgt=0.967333
Round 41: src_acc=1.000000, tgt_acc=0.966000, best_tgt=0.967333
Round 42: src_acc=1.000000, tgt_acc=0.956000, best_tgt=0.967333
Round 43: src_acc=1.000000, tgt_acc=0.960000, best_tgt=0.967333
Round 44: src_acc=1.000000, tgt_acc=0.965333, best_tgt=0.967333
Round 45: src_acc=1.000000, tgt_acc=0.949333, best_tgt=0.967333
Round 46: src_acc=1.000000, tgt_acc=0.960667, best_tgt=0.967333
Round 47: src_acc=1.000000, tgt_acc=0.964667, best_tgt=0.967333
Round 48: src_acc=1.000000, tgt_acc=0.950667, best_tgt=0.967333
Round 49: src_acc=1.000000, tgt_acc=0.963333, best_tgt=0.967333
