Round 0: src_acc=0.942963, tgt_acc=0.934074, best_tgt=0.934074
Round 1: src_acc=0.979630, tgt_acc=0.970370, best_tgt=0.970370
Round 2: src_acc=0.980370, tgt_acc=0.975556, best_tgt=0.975556
Round 3: src_acc=0.996481, tgt_acc=0.977037, best_tgt=0.977037
Round 4: src_acc=0.996481, tgt_acc=0.985185, best_tgt=0.985185
Round 5: src_acc=0.997593, tgt_acc=0.990370, best_tgt=0.990370
Round 6: src_acc=0.999444, tgt_acc=0.993333, best_tgt=0.993333
Round 7: src_acc=0.997037, tgt_acc=0.985185, best_tgt=0.993333
Round 8: src_acc=0.998519, tgt_acc=0.991111, best_tgt=0.993333
Round 9: src_acc=0.991852, tgt_acc=0.977778, best_tgt=0.993333
Round 10: src_acc=1.000000, tgt_acc=0.997037, best_tgt=0.997037
Round 11: src_acc=1.000000, tgt_acc=0.997037, best_tgt=0.997037
Round 12: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.997778
Round 13: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.997778
Round 14: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.997778
Round 15: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.997778
Round 16: src_acc=1.000000, tgt_acc=0.997037, best_tgt=0.997778
Round 17: src_acc=1.000000, tgt_acc=0.999259, best_tgt=0.999259
Round 18: src_acc=1.000000, tgt_acc=0.998519, best_tgt=0.999259
Round 19: src_acc=1.000000, tgt_acc=0.997037, best_tgt=0.999259
Round 20: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 21: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 22: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 23: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 24: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 25: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 26: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 27: src_acc=1.000000, tgt_acc=0.997037, best_tgt=0.999259
Round 28: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 29: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 30: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 31: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 32: src_acc=1.000000, tgt_acc=0.998519, best_tgt=0.999259
Round 33: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 34: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 35: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 36: src_acc=1.000000, tgt_acc=0.997037, best_tgt=0.999259
Round 37: src_acc=1.000000, tgt_acc=0.997037, best_tgt=0.999259
Round 38: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 39: src_acc=1.000000, tgt_acc=0.998519, best_tgt=0.999259
Round 40: src_acc=1.000000, tgt_acc=0.998519, best_tgt=0.999259
Round 41: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 42: src_acc=1.000000, tgt_acc=0.998519, best_tgt=0.999259
Round 43: src_acc=1.000000, tgt_acc=0.998519, best_tgt=0.999259
Round 44: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 45: src_acc=1.000000, tgt_acc=0.998519, best_tgt=0.999259
Round 46: src_acc=1.000000, tgt_acc=0.998519, best_tgt=0.999259
Round 47: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 48: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
Round 49: src_acc=1.000000, tgt_acc=0.997778, best_tgt=0.999259
