Round 0: src_acc=0.980408, tgt_acc=0.904238, best_tgt=0.904238
Round 1: src_acc=0.995692, tgt_acc=0.976643, best_tgt=0.976643
Round 2: src_acc=0.998769, tgt_acc=0.975309, best_tgt=0.976643
Round 3: src_acc=0.998564, tgt_acc=0.976977, best_tgt=0.976977
Round 4: src_acc=0.990461, tgt_acc=0.956957, best_tgt=0.976977
Round 5: src_acc=0.998564, tgt_acc=0.968635, best_tgt=0.976977
Round 6: src_acc=0.997333, tgt_acc=0.983317, best_tgt=0.983317
Round 7: src_acc=0.999795, tgt_acc=0.982649, best_tgt=0.983317
Round 8: src_acc=0.999692, tgt_acc=0.981315, best_tgt=0.983317
Round 9: src_acc=0.998154, tgt_acc=0.974308, best_tgt=0.983317
Round 10: src_acc=1.000000, tgt_acc=0.990657, best_tgt=0.990657
Round 11: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.991992
Round 12: src_acc=1.000000, tgt_acc=0.990657, best_tgt=0.991992
Round 13: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.991992
Round 14: src_acc=1.000000, tgt_acc=0.990991, best_tgt=0.991992
Round 15: src_acc=1.000000, tgt_acc=0.989656, best_tgt=0.991992
Round 16: src_acc=1.000000, tgt_acc=0.993327, best_tgt=0.993327
Round 17: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993327
Round 18: src_acc=1.000000, tgt_acc=0.992659, best_tgt=0.993327
Round 19: src_acc=1.000000, tgt_acc=0.990991, best_tgt=0.993327
Round 20: src_acc=1.000000, tgt_acc=0.993660, best_tgt=0.993660
Round 21: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993660
Round 22: src_acc=1.000000, tgt_acc=0.992326, best_tgt=0.993660
Round 23: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993660
Round 24: src_acc=1.000000, tgt_acc=0.992326, best_tgt=0.993660
Round 25: src_acc=1.000000, tgt_acc=0.992993, best_tgt=0.993660
Round 26: src_acc=1.000000, tgt_acc=0.993660, best_tgt=0.993660
Round 27: src_acc=1.000000, tgt_acc=0.991325, best_tgt=0.993660
Round 28: src_acc=1.000000, tgt_acc=0.993327, best_tgt=0.993660
Round 29: src_acc=1.000000, tgt_acc=0.991658, best_tgt=0.993660
Round 30: src_acc=1.000000, tgt_acc=0.992326, best_tgt=0.993660
Round 31: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993660
Round 32: src_acc=1.000000, tgt_acc=0.991658, best_tgt=0.993660
Round 33: src_acc=1.000000, tgt_acc=0.992326, best_tgt=0.993660
Round 34: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993660
Round 35: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993660
Round 36: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993660
Round 37: src_acc=1.000000, tgt_acc=0.992659, best_tgt=0.993660
Round 38: src_acc=1.000000, tgt_acc=0.993327, best_tgt=0.993660
Round 39: src_acc=1.000000, tgt_acc=0.991658, best_tgt=0.993660
Round 40: src_acc=1.000000, tgt_acc=0.992326, best_tgt=0.993660
Round 41: src_acc=1.000000, tgt_acc=0.993327, best_tgt=0.993660
Round 42: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993660
Round 43: src_acc=1.000000, tgt_acc=0.991992, best_tgt=0.993660
Round 44: src_acc=1.000000, tgt_acc=0.992326, best_tgt=0.993660
Round 45: src_acc=1.000000, tgt_acc=0.992659, best_tgt=0.993660
Round 46: src_acc=1.000000, tgt_acc=0.992659, best_tgt=0.993660
Round 47: src_acc=1.000000, tgt_acc=0.991325, best_tgt=0.993660
Round 48: src_acc=1.000000, tgt_acc=0.991325, best_tgt=0.993660
Round 49: src_acc=1.000000, tgt_acc=0.992326, best_tgt=0.993660
