Round 0: src_acc=0.991281, tgt_acc=0.939606, best_tgt=0.939606
Round 1: src_acc=0.997846, tgt_acc=0.980981, best_tgt=0.980981
Round 2: src_acc=0.997743, tgt_acc=0.969303, best_tgt=0.980981
Round 3: src_acc=0.998564, tgt_acc=0.975309, best_tgt=0.980981
Round 4: src_acc=0.991076, tgt_acc=0.921922, best_tgt=0.980981
Round 5: src_acc=0.985845, tgt_acc=0.928929, best_tgt=0.980981
Round 6: src_acc=0.997025, tgt_acc=0.970971, best_tgt=0.980981
Round 7: src_acc=0.997538, tgt_acc=0.973307, best_tgt=0.980981
Round 8: src_acc=0.998872, tgt_acc=0.979646, best_tgt=0.980981
Round 9: src_acc=0.999487, tgt_acc=0.988655, best_tgt=0.988655
Round 10: src_acc=1.000000, tgt_acc=0.993327, best_tgt=0.993327
Round 11: src_acc=1.000000, tgt_acc=0.992326, best_tgt=0.993327
Round 12: src_acc=1.000000, tgt_acc=0.992659, best_tgt=0.993327
Round 13: src_acc=1.000000, tgt_acc=0.993660, best_tgt=0.993660
Round 14: src_acc=1.000000, tgt_acc=0.993994, best_tgt=0.993994
Round 15: src_acc=1.000000, tgt_acc=0.994328, best_tgt=0.994328
Round 16: src_acc=1.000000, tgt_acc=0.993327, best_tgt=0.994328
Round 17: src_acc=1.000000, tgt_acc=0.993327, best_tgt=0.994328
Round 18: src_acc=1.000000, tgt_acc=0.993994, best_tgt=0.994328
Round 19: src_acc=1.000000, tgt_acc=0.993994, best_tgt=0.994328
